target,feature,n,pearson,spearman,abs_spearman,abs_pearson
gpr_abs_residual,cov_dim_53,278,0.427932808943516,0.6146046721159101,0.6146046721159101,0.427932808943516
gpr_abs_residual,cov_dim_52,278,-0.4223207951563258,-0.608219535673915,0.608219535673915,0.4223207951563258
gpr_abs_residual,cov_dim_56,278,-0.4223207951563258,-0.608219535673915,0.608219535673915,0.4223207951563258
gpr_abs_residual,cov_dim_69,278,-0.4223207951563258,-0.608219535673915,0.608219535673915,0.4223207951563258
gpr_abs_residual,cov_dim_57,278,0.41611826097590754,0.5784179608617055,0.5784179608617055,0.41611826097590754
gpr_mean,cov_dim_52,278,-0.6340785999134887,-0.7778220268510497,0.7778220268510497,0.6340785999134887
gpr_mean,cov_dim_56,278,-0.6340785999134887,-0.7778220268510497,0.7778220268510497,0.6340785999134887
gpr_mean,cov_dim_69,278,-0.6340785999134887,-0.7778220268510497,0.7778220268510497,0.6340785999134887
gpr_mean,cov_dim_53,278,0.6368730314713631,0.7757445070435139,0.7757445070435139,0.6368730314713631
gpr_mean,cov_dim_28,278,-0.5637092952249956,-0.7724372139705261,0.7724372139705261,0.5637092952249956
gpr_std,knn10_max_dist,278,0.7316160118928937,0.8771353586296811,0.8771353586296811,0.7316160118928937
gpr_std,knn25_mean_dist,278,0.8232691896584027,0.8762935707284284,0.8762935707284284,0.8232691896584027
gpr_std,knn10_mean_dist,278,0.8258682990976335,0.8740432409920127,0.8740432409920127,0.8258682990976335
gpr_std,knn5_mean_dist,278,0.8252774361361876,0.8426887302804571,0.8426887302804571,0.8252774361361876
gpr_std,knn5_max_dist,278,0.7864721629426639,0.8085608360357027,0.8085608360357027,0.7864721629426639
true_out_degree,out_degree_children,278,1.0,1.0,1.0,1.0
true_out_degree,undirected_degree,278,0.9839681635063536,0.9513686772566641,0.9513686772566641,0.9839681635063536
true_out_degree,child_cov_spread_anisotropy,172,0.5591629485710436,0.9263059653307267,0.9263059653307267,0.5591629485710436
true_out_degree,sibling_count,278,0.8888592332687355,0.7989643136204356,0.7989643136204356,0.8888592332687355
true_out_degree,in_degree_parents,278,0.9267297676202705,0.7896129194284063,0.7896129194284063,0.9267297676202705
