split,n,true_degree_mean,true_degree_std,predicted_mean_mean,predicted_mean_std,predicted_std_mean,predicted_std_std
train,1108,4.540613718411552,6.421363569574907,4.535654312603506,5.192618630827888,0.9472429029785148,0.579834328940359
held_out,278,4.848920863309353,6.491736494987769,4.804665450172089,5.0925496536032355,1.5985468092070423,1.6293809224369458
